0.18392,21-05-2020 08:13:17,1590041596
0.18394,21-05-2020 08:13:17,1590041596
0.18394,21-05-2020 08:13:17,1590041596
0.18389,21-05-2020 08:13:25,1590041605
0.18391,21-05-2020 08:13:26,1590041606
0.18391,21-05-2020 08:13:26,1590041606
0.18367,21-05-2020 08:18:02,1590041882
0.18382,21-05-2020 08:21:17,1590042077
0.18383,21-05-2020 08:21:17,1590042077
0.18383,21-05-2020 08:21:17,1590042077
0.18384,21-05-2020 08:21:17,1590042077
0.18393,21-05-2020 08:21:17,1590042077
0.18395,21-05-2020 08:21:17,1590042077
0.18395,21-05-2020 08:21:17,1590042077
0.18397,21-05-2020 08:21:17,1590042077
0.18397,21-05-2020 08:21:17,1590042077
0.18397,21-05-2020 08:21:17,1590042077
0.18401,21-05-2020 08:21:17,1590042077
0.18401,21-05-2020 08:21:17,1590042077
0.18405,21-05-2020 08:25:17,1590042317
0.18405,21-05-2020 08:25:17,1590042317
0.18406,21-05-2020 08:25:17,1590042317
0.18411,21-05-2020 08:25:17,1590042317
0.18412,21-05-2020 08:25:17,1590042317
0.18415,21-05-2020 08:25:17,1590042317
0.18415,21-05-2020 08:25:17,1590042317
0.18417,21-05-2020 08:25:17,1590042317
0.18417,21-05-2020 08:25:17,1590042317
0.18415,21-05-2020 08:27:24,1590042444
0.18426,21-05-2020 08:27:26,1590042446
0.18414,21-05-2020 08:27:28,1590042448
0.18414,21-05-2020 08:27:28,1590042448
0.18419,21-05-2020 08:29:23,1590042563
0.18421,21-05-2020 08:34:18,1590042858
0.18422,21-05-2020 08:34:18,1590042858
0.18423,21-05-2020 08:34:18,1590042858
0.18424,21-05-2020 08:34:18,1590042858
0.18425,21-05-2020 08:34:18,1590042858
0.18426,21-05-2020 08:34:18,1590042858
0.18427,21-05-2020 08:34:18,1590042858
0.18431,21-05-2020 08:34:18,1590042858
0.18431,21-05-2020 08:34:18,1590042858
0.18396,21-05-2020 08:41:04,1590043264
0.18397,21-05-2020 08:41:04,1590043264
0.18408,21-05-2020 08:41:18,1590043278
0.18408,21-05-2020 08:41:18,1590043278
0.18408,21-05-2020 08:41:18,1590043278
0.18409,21-05-2020 08:41:18,1590043278
0.1841,21-05-2020 08:41:18,1590043278
0.18411,21-05-2020 08:41:18,1590043278
0.18412,21-05-2020 08:41:18,1590043278
0.18414,21-05-2020 08:41:18,1590043278
0.18388,21-05-2020 08:41:28,1590043288
0.18388,21-05-2020 08:41:28,1590043288
0.18387,21-05-2020 08:41:28,1590043288
0.18386,21-05-2020 08:41:28,1590043288
0.18402,21-05-2020 08:42:00,1590043320
0.18406,21-05-2020 08:42:00,1590043320
0.18405,21-05-2020 08:45:54,1590043554
0.18388,21-05-2020 08:46:04,1590043564
0.18403,21-05-2020 08:46:17,1590043577
0.18403,21-05-2020 08:46:17,1590043577
0.18404,21-05-2020 08:46:17,1590043577
0.18404,21-05-2020 08:46:17,1590043577
0.18405,21-05-2020 08:46:17,1590043577
0.18406,21-05-2020 08:46:17,1590043577
0.18406,21-05-2020 08:46:17,1590043577
0.18409,21-05-2020 08:46:17,1590043577
0.1841,21-05-2020 08:46:17,1590043577
0.18415,21-05-2020 08:46:17,1590043577
0.18416,21-05-2020 08:46:17,1590043577
0.18403,21-05-2020 08:47:20,1590043640
0.18384,21-05-2020 08:49:08,1590043748
0.18388,21-05-2020 08:49:42,1590043782
0.18369,21-05-2020 08:50:00,1590043800
0.18388,21-05-2020 08:52:36,1590043956
0.18388,21-05-2020 08:53:01,1590043981
0.18371,21-05-2020 08:53:15,1590043995
0.18371,21-05-2020 08:53:29,1590044009
0.18361,21-05-2020 08:56:18,1590044178
0.18361,21-05-2020 08:56:18,1590044178
0.18361,21-05-2020 08:56:18,1590044178
0.18366,21-05-2020 08:56:18,1590044178
0.18367,21-05-2020 08:56:18,1590044178
0.18367,21-05-2020 08:56:18,1590044178
0.18371,21-05-2020 08:56:18,1590044178
0.18372,21-05-2020 08:56:18,1590044178
0.18314,21-05-2020 09:02:05,1590044525
0.18313,21-05-2020 09:02:06,1590044526
0.18312,21-05-2020 09:02:07,1590044527
0.1831,21-05-2020 09:02:07,1590044527
0.18306,21-05-2020 09:02:27,1590044547
0.18323,21-05-2020 09:03:02,1590044582
0.18322,21-05-2020 09:03:02,1590044582
0.18331,21-05-2020 09:04:28,1590044668
0.18331,21-05-2020 09:04:56,1590044696
0.18338,21-05-2020 09:05:17,1590044716
0.18338,21-05-2020 09:05:17,1590044716
0.18345,21-05-2020 09:05:17,1590044716
0.18346,21-05-2020 09:05:17,1590044716
0.18347,21-05-2020 09:05:17,1590044716
0.18347,21-05-2020 09:05:17,1590044716
0.18334,21-05-2020 09:07:59,1590044879
0.18335,21-05-2020 09:09:18,1590044958
0.18335,21-05-2020 09:09:18,1590044958
0.18337,21-05-2020 09:09:18,1590044958
0.18337,21-05-2020 09:09:18,1590044958
0.18339,21-05-2020 09:09:18,1590044958
0.18339,21-05-2020 09:09:18,1590044958
0.1834,21-05-2020 09:09:18,1590044958
0.18341,21-05-2020 09:09:18,1590044958
0.18342,21-05-2020 09:09:18,1590044958
0.18343,21-05-2020 09:09:18,1590044958
0.18326,21-05-2020 09:12:22,1590045142
0.18325,21-05-2020 09:12:39,1590045159
0.18324,21-05-2020 09:14:00,1590045240
0.18342,21-05-2020 09:14:12,1590045252
0.1831,21-05-2020 09:16:38,1590045398
0.18336,21-05-2020 09:20:17,1590045617
0.18337,21-05-2020 09:20:17,1590045617
0.18337,21-05-2020 09:20:17,1590045617
0.18338,21-05-2020 09:20:17,1590045617
0.18343,21-05-2020 09:20:17,1590045617
0.18343,21-05-2020 09:20:17,1590045617
0.18345,21-05-2020 09:20:17,1590045617
0.18345,21-05-2020 09:20:17,1590045617
0.183,21-05-2020 09:26:04,1590045964
0.183,21-05-2020 09:26:04,1590045964
0.183,21-05-2020 09:26:04,1590045964
0.183,21-05-2020 09:26:04,1590045964
0.183,21-05-2020 09:26:04,1590045964
0.18283,21-05-2020 09:26:04,1590045964
0.18292,21-05-2020 09:27:17,1590046037
0.18293,21-05-2020 09:27:17,1590046037
0.18294,21-05-2020 09:27:17,1590046037
0.18297,21-05-2020 09:27:17,1590046037
0.18299,21-05-2020 09:27:17,1590046037
0.18299,21-05-2020 09:27:17,1590046037
0.18301,21-05-2020 09:27:17,1590046037
0.18282,21-05-2020 09:28:59,1590046139
0.18303,21-05-2020 09:29:45,1590046185
0.1828,21-05-2020 09:30:20,1590046220
0.18311,21-05-2020 09:32:56,1590046376
0.18308,21-05-2020 09:33:24,1590046404
0.18311,21-05-2020 09:34:18,1590046458
0.18315,21-05-2020 09:34:18,1590046458
0.18316,21-05-2020 09:34:18,1590046458
0.18318,21-05-2020 09:34:18,1590046458
0.18319,21-05-2020 09:34:18,1590046458
0.18319,21-05-2020 09:34:18,1590046458
0.1832,21-05-2020 09:34:18,1590046458
0.18297,21-05-2020 09:41:18,1590046877
0.18302,21-05-2020 09:41:18,1590046877
0.18302,21-05-2020 09:41:18,1590046877
0.18303,21-05-2020 09:41:18,1590046877
0.18304,21-05-2020 09:41:18,1590046877
0.18306,21-05-2020 09:41:18,1590046877
0.18307,21-05-2020 09:41:18,1590046877
0.1831,21-05-2020 09:41:18,1590046877
0.18287,21-05-2020 09:43:23,1590047003
0.18312,21-05-2020 09:44:28,1590047067
0.18303,21-05-2020 09:46:06,1590047166
0.18305,21-05-2020 09:47:08,1590047227
0.18305,21-05-2020 09:47:11,1590047231
0.1832,21-05-2020 09:51:17,1590047477
0.18321,21-05-2020 09:51:17,1590047477
0.18321,21-05-2020 09:51:17,1590047477
0.18324,21-05-2020 09:51:17,1590047477
0.18327,21-05-2020 09:51:17,1590047477
0.18326,21-05-2020 09:51:25,1590047485
0.18315,21-05-2020 09:52:06,1590047526
0.18302,21-05-2020 09:53:05,1590047584
0.18302,21-05-2020 09:53:15,1590047595
0.18296,21-05-2020 09:54:00,1590047640
0.1828,21-05-2020 09:58:13,1590047893
0.1828,21-05-2020 09:58:13,1590047893
0.18259,21-05-2020 09:59:17,1590047957
0.1826,21-05-2020 09:59:17,1590047957
0.18264,21-05-2020 09:59:17,1590047957
0.18265,21-05-2020 09:59:17,1590047957
0.1827,21-05-2020 09:59:17,1590047957
0.18272,21-05-2020 09:59:17,1590047957
0.18273,21-05-2020 10:00:16,1590048016
0.18273,21-05-2020 10:00:16,1590048016
0.18275,21-05-2020 10:00:16,1590048016
0.18294,21-05-2020 10:01:36,1590048096
0.18297,21-05-2020 10:01:37,1590048097
0.183,21-05-2020 10:01:37,1590048097
0.18304,21-05-2020 10:01:38,1590048098
0.18306,21-05-2020 10:01:39,1590048098
0.18307,21-05-2020 10:01:39,1590048098
0.18307,21-05-2020 10:01:39,1590048099
0.18307,21-05-2020 10:01:39,1590048099
0.18307,21-05-2020 10:01:40,1590048100
0.18311,21-05-2020 10:01:42,1590048102
0.18315,21-05-2020 10:01:43,1590048103
0.18318,21-05-2020 10:01:45,1590048104
0.18318,21-05-2020 10:01:46,1590048105
0.18317,21-05-2020 10:01:47,1590048106
0.18325,21-05-2020 10:01:49,1590048109
0.18325,21-05-2020 10:01:51,1590048111
0.18325,21-05-2020 10:01:51,1590048111
0.18325,21-05-2020 10:01:51,1590048111
0.18325,21-05-2020 10:01:51,1590048111
0.18325,21-05-2020 10:01:51,1590048111
0.18325,21-05-2020 10:01:51,1590048111
0.18333,21-05-2020 10:01:52,1590048112
0.18333,21-05-2020 10:01:52,1590048112
0.18333,21-05-2020 10:01:52,1590048112
0.18333,21-05-2020 10:01:52,1590048112
0.18333,21-05-2020 10:01:52,1590048112
0.18346,21-05-2020 10:02:15,1590048135
0.18354,21-05-2020 10:02:48,1590048168
0.1834,21-05-2020 10:03:26,1590048206
0.18348,21-05-2020 10:06:48,1590048408
