Date,Open,High,Low,Close,Adj Close,Volume
2017-07-17,0.130880,0.156504,0.123397,0.155050,0.155050,272539869
2017-07-18,0.156601,0.169515,0.144005,0.163435,0.163435,256205934
2017-07-19,0.163244,0.163274,0.137233,0.146081,0.146081,128201613
2017-07-20,0.147495,0.165951,0.145513,0.161932,0.161932,157629858
2017-07-21,0.162908,0.163810,0.155342,0.156637,0.156637,89828443
2017-07-22,0.156260,0.167275,0.155642,0.165826,0.165826,71979584
2017-07-23,0.166039,0.175091,0.161882,0.167016,0.167016,167550303
2017-07-24,0.166948,0.167349,0.162627,0.164979,0.164979,48661969
2017-07-25,0.165217,0.165650,0.145076,0.152958,0.152958,143255760
2017-07-26,0.152509,0.155375,0.145290,0.148186,0.148186,65289514
2017-07-27,0.149369,0.150300,0.147357,0.148406,0.148406,29581707
2017-07-28,0.148196,0.148950,0.138358,0.141247,0.141247,63542560
2017-07-29,0.140635,0.146038,0.132342,0.144596,0.144596,68860231
2017-07-30,0.144275,0.145055,0.139678,0.140555,0.140555,34586377
2017-07-31,0.140528,0.143467,0.138074,0.141636,0.141636,48463191
2017-08-01,0.142176,0.151116,0.140628,0.149918,0.149918,101572396
2017-08-02,0.150323,0.152121,0.145107,0.146099,0.146099,45102033
2017-08-03,0.146188,0.148259,0.145042,0.146955,0.146955,26493014
2017-08-04,0.146907,0.148193,0.146536,0.147603,0.147603,38373969
2017-08-05,0.147706,0.159582,0.147198,0.156942,0.156942,97077563
2017-08-06,0.157504,0.160977,0.153054,0.153256,0.153256,62987599
2017-08-07,0.152638,0.154238,0.150691,0.151726,0.151726,49200864
2017-08-08,0.152218,0.165453,0.151132,0.163875,0.163875,153189244
2017-08-09,0.163825,0.164140,0.153950,0.155541,0.155541,83153715
2017-08-10,0.155729,0.156490,0.152994,0.153270,0.153270,40919966
2017-08-11,0.153080,0.155180,0.150531,0.151749,0.151749,45751269
2017-08-12,0.151677,0.154535,0.146616,0.147134,0.147134,55204214
2017-08-13,0.146873,0.147382,0.137631,0.142186,0.142186,93215192
2017-08-14,0.142426,0.152240,0.140361,0.144378,0.144378,71673436
2017-08-15,0.144208,0.144171,0.135124,0.137338,0.137338,85709174
2017-08-16,0.137352,0.137768,0.130431,0.136270,0.136270,91667374
2017-08-17,0.136573,0.136627,0.132779,0.134476,0.134476,47886185
2017-08-18,0.134150,0.143625,0.131414,0.135105,0.135105,124608000
2017-08-19,0.135674,0.138051,0.129511,0.131851,0.131851,74032394
2017-08-20,0.131436,0.137114,0.130469,0.135036,0.135036,58309485
2017-08-21,0.134760,0.174176,0.131938,0.162505,0.162505,378568155
2017-08-22,0.165090,0.216528,0.145522,0.203474,0.203474,1233027265
2017-08-23,0.204921,0.253114,0.186355,0.208910,0.208910,1498434193
2017-08-24,0.213602,0.244731,0.180136,0.185605,0.185605,1137882566
2017-08-25,0.184115,0.196833,0.172155,0.182680,0.182680,423082858
2017-08-26,0.183039,0.192122,0.176387,0.178277,0.178277,154412103
2017-08-27,0.178310,0.178310,0.165814,0.169870,0.169870,162318835
2017-08-28,0.170230,0.197311,0.164775,0.187684,0.187684,453492700
2017-08-29,0.187281,0.187724,0.179475,0.182624,0.182624,225409411
2017-08-30,0.182880,0.192951,0.181624,0.191779,0.191779,152398014
2017-08-31,0.191402,0.219157,0.190173,0.214671,0.214671,363263365
2017-09-01,0.214816,0.215099,0.204867,0.209563,0.209563,239163363
2017-09-02,0.210296,0.210576,0.183667,0.191169,0.191169,278255882
2017-09-03,0.191641,0.199412,0.184416,0.192602,0.192602,157008417
2017-09-04,0.192577,0.192560,0.164672,0.172358,0.172358,201490911
2017-09-05,0.172477,0.183467,0.159872,0.180482,0.180482,203502474
2017-09-06,0.180283,0.190271,0.180175,0.189658,0.189658,136925198
2017-09-07,0.189822,0.189373,0.184197,0.185948,0.185948,85707158
2017-09-08,0.185927,0.186302,0.171281,0.175782,0.175782,125761648
2017-09-09,0.175595,0.176092,0.171524,0.174516,0.174516,42537604
2017-09-10,0.174193,0.179946,0.164219,0.177275,0.177275,97437796
2017-09-11,0.176844,0.183167,0.175061,0.179358,0.179358,115706764
2017-09-12,0.179709,0.184267,0.173527,0.174871,0.174871,78970259
2017-09-13,0.175144,0.175196,0.164676,0.168891,0.168891,88720558
2017-09-14,0.168596,0.170099,0.137724,0.137724,0.137724,127963919
2017-09-15,0.138452,0.158247,0.126295,0.151878,0.151878,242369999
2017-09-16,0.152353,0.156953,0.144275,0.149972,0.149972,70760572
2017-09-17,0.149382,0.151680,0.143218,0.149445,0.149445,41183798
2017-09-18,0.149375,0.159372,0.149363,0.158669,0.158669,73911290
2017-09-19,0.158712,0.159378,0.151326,0.153470,0.153470,45068462
2017-09-20,0.153194,0.155217,0.150190,0.153355,0.153355,29075718
2017-09-21,0.152431,0.152904,0.143256,0.143799,0.143799,36489618
2017-09-22,0.143643,0.146950,0.141512,0.145172,0.145172,31161897
2017-09-23,0.145056,0.149491,0.143513,0.148830,0.148830,27172607
2017-09-24,0.149075,0.149715,0.145720,0.147398,0.147398,17245094
2017-09-25,0.147173,0.155109,0.146601,0.153089,0.153089,30048587
2017-09-26,0.153495,0.162197,0.152112,0.157969,0.157969,59413260
2017-09-27,0.157271,0.177056,0.157116,0.173035,0.173035,212727891
2017-09-28,0.172382,0.173247,0.162459,0.166509,0.166509,100146022
2017-09-29,0.166487,0.166542,0.158890,0.163906,0.163906,61201490
2017-09-30,0.164091,0.169172,0.163814,0.167227,0.167227,46333643
2017-10-01,0.167306,0.175476,0.166077,0.174909,0.174909,43483655
2017-10-02,0.174523,0.175151,0.169913,0.172770,0.172770,65989518
2017-10-03,0.173224,0.175005,0.168888,0.173096,0.173096,41463562
2017-10-04,0.173010,0.184623,0.172202,0.182709,0.182709,105123777
2017-10-05,0.183397,0.205844,0.183412,0.202353,0.202353,345171184
2017-10-06,0.202959,0.207005,0.199823,0.199471,0.199471,142752919
2017-10-07,0.199406,0.203985,0.198993,0.203367,0.203367,66436716
2017-10-08,0.203113,0.238413,0.202448,0.238413,0.238413,451233193
2017-10-09,0.237402,0.237402,0.204569,0.214502,0.214502,519684851
2017-10-10,0.215353,0.225688,0.204870,0.220736,0.220736,325134602
2017-10-11,0.220672,0.226563,0.219206,0.222911,0.222911,135889741
2017-10-12,0.223422,0.225388,0.210004,0.210004,0.210004,207121481
2017-10-13,0.209895,0.223694,0.201627,0.220343,0.220343,337243268
2017-10-14,0.220902,0.226460,0.217662,0.217662,0.217662,178616139
2017-10-15,0.217846,0.227050,0.210665,0.223449,0.223449,237185549
2017-10-16,0.222944,0.246893,0.211097,0.217256,0.217256,816650852
2017-10-17,0.217143,0.223290,0.189493,0.197166,0.197166,349418005
2017-10-18,0.196445,0.202371,0.175604,0.185281,0.185281,300343388
2017-10-19,0.185034,0.195752,0.175914,0.181592,0.181592,257040864
2017-10-20,0.181538,0.189535,0.177165,0.178689,0.178689,155057285
2017-10-21,0.178383,0.180244,0.170393,0.179085,0.179085,99131800
2017-10-22,0.179036,0.179836,0.170349,0.173709,0.173709,64530801
2017-10-23,0.173136,0.173445,0.162392,0.167541,0.167541,85004934
2017-10-24,0.166383,0.184924,0.161979,0.175748,0.175748,187175533
2017-10-25,0.176146,0.177012,0.171616,0.173129,0.173129,63477326
2017-10-26,0.172994,0.175640,0.173882,0.174998,0.174998,32823221
2017-10-27,0.175033,0.175831,0.173956,0.174694,0.174694,25519469
2017-10-28,0.174528,0.175289,0.173502,0.173876,0.173876,23143435
2017-10-29,0.173465,0.176782,0.172360,0.174739,0.174739,53865661
2017-10-30,0.174990,0.175449,0.173627,0.174016,0.174016,29903940
2017-10-31,0.173753,0.175037,0.172070,0.172138,0.172138,37658312
2017-11-01,0.171871,0.173037,0.166549,0.166960,0.166960,58416616
2017-11-02,0.167366,0.181735,0.157808,0.176583,0.176583,169643163
2017-11-03,0.176879,0.195613,0.173009,0.179317,0.179317,321704130
2017-11-04,0.179274,0.179615,0.174148,0.175541,0.175541,63766003
2017-11-05,0.175131,0.176724,0.173138,0.173960,0.173960,40429616
2017-11-06,0.173885,0.180114,0.173480,0.177425,0.177425,88055986
2017-11-07,0.176661,0.182755,0.175767,0.181355,0.181355,98347271
2017-11-08,0.181632,0.191011,0.179408,0.187559,0.187559,135391191
2017-11-09,0.187968,0.191249,0.184704,0.186749,0.186749,127010984
2017-11-10,0.187409,0.188009,0.176038,0.177041,0.177041,120923426
2017-11-11,0.176582,0.183877,0.176163,0.180425,0.180425,115324537
2017-11-12,0.180240,0.180240,0.167529,0.169244,0.169244,215415958
2017-11-13,0.169358,0.174982,0.169505,0.174434,0.174434,113664580
2017-11-14,0.174637,0.183160,0.174622,0.177984,0.177984,108033760
2017-11-15,0.177230,0.180460,0.176380,0.180747,0.180747,85124766
2017-11-16,0.180491,0.230839,0.177769,0.192823,0.192823,868211893
2017-11-17,0.190837,0.202923,0.186467,0.192132,0.192132,336700591
2017-11-18,0.192103,0.195369,0.188586,0.193867,0.193867,122359026
2017-11-19,0.193454,0.200315,0.191670,0.196861,0.196861,165153813
2017-11-20,0.197133,0.207545,0.196609,0.203442,0.203442,182909856
2017-11-21,0.202776,0.205381,0.193576,0.198698,0.198698,185563039
2017-11-22,0.198162,0.203798,0.197919,0.202183,0.202183,141423734
2017-11-23,0.202295,0.211069,0.200782,0.204576,0.204576,203126839
2017-11-24,0.204955,0.207078,0.200962,0.205065,0.205065,177272422
2017-11-25,0.204676,0.214334,0.204178,0.211562,0.211562,178200328
2017-11-26,0.211998,0.211998,0.208268,0.208617,0.208617,111760710
2017-11-27,0.208187,0.213648,0.207815,0.213312,0.213312,165267983
2017-11-28,0.213405,0.254058,0.212846,0.252492,0.252492,608324591
2017-11-29,0.251407,0.251449,0.202067,0.205083,0.205083,456613216
2017-11-30,0.207925,0.220509,0.193547,0.210857,0.210857,227691215
2017-12-01,0.210415,0.217704,0.200938,0.215072,0.215072,153917066
2017-12-02,0.215036,0.218032,0.210914,0.214898,0.214898,99461687
2017-12-03,0.214930,0.221273,0.208505,0.213021,0.213021,113621794
2017-12-04,0.213326,0.215150,0.208363,0.213677,0.213677,88185725
2017-12-05,0.213700,0.214065,0.207369,0.208031,0.208031,147583269
2017-12-06,0.207452,0.207767,0.192985,0.197004,0.197004,232570328
2017-12-07,0.197071,0.198051,0.187879,0.189282,0.189282,233779300
2017-12-08,0.189973,0.236866,0.188806,0.214319,0.214319,561179897
2017-12-09,0.214351,0.217344,0.204074,0.208014,0.208014,174506113
2017-12-10,0.208728,0.208728,0.194920,0.201694,0.201694,168415059
2017-12-11,0.201049,0.214327,0.200377,0.213750,0.213750,149554982
2017-12-12,0.214232,0.369921,0.213185,0.318151,0.318151,1324452772
2017-12-13,0.317425,0.437585,0.291984,0.397992,0.397992,2313923568
2017-12-14,0.397641,0.756671,0.393920,0.734044,0.734044,5400628530
2017-12-15,0.731918,0.731980,0.565078,0.643449,0.643449,2718013995
2017-12-16,0.642863,0.694284,0.631099,0.645543,0.645543,1135781184
2017-12-17,0.641699,0.651788,0.612601,0.620255,0.620255,685685088
2017-12-18,0.619974,0.672395,0.586508,0.660619,0.660619,1139540015
2017-12-19,0.659804,0.732617,0.639233,0.668517,0.668517,1224797242
2017-12-20,0.665065,0.664234,0.617255,0.653333,0.653333,848210854
2017-12-21,0.658849,1.041905,0.658738,1.006632,1.006632,3059492028
2017-12-22,0.984231,1.164356,0.625433,0.960007,0.960007,3917264198
2017-12-23,0.983335,1.018892,0.907574,0.990419,0.990419,1263042941
2017-12-24,0.991465,0.991465,0.768513,0.881119,0.881119,637203727
2017-12-25,0.882520,0.950493,0.846457,0.945430,0.945430,577890671
2017-12-26,0.944941,1.004731,0.919036,1.003281,1.003281,791874979
2017-12-27,0.998836,1.234415,0.997250,1.176267,1.176267,2398739362
2017-12-28,1.171435,1.255900,1.056978,1.198492,1.198492,2381522821
2017-12-29,1.205771,1.888255,1.202461,1.846115,1.846115,6290213217
2017-12-30,1.833111,2.379568,1.696541,1.799783,1.799783,6759244654
2017-12-31,1.746499,1.992835,1.559103,1.916822,1.916822,3867755160
2018-01-01,1.913031,1.991032,1.790659,1.991032,1.991032,1577342006
2018-01-02,1.973087,2.063150,1.870003,2.056961,2.056961,2629143560
2018-01-03,2.043031,2.728270,2.027006,2.585654,2.585654,5525295533
2018-01-04,2.595620,3.195226,2.595837,2.649287,2.649287,6716111413
2018-01-05,2.735629,2.957259,2.346267,2.534678,2.534678,5228217678
2018-01-06,2.511681,2.690855,2.485800,2.572306,2.572306,2309245147
2018-01-07,2.571466,2.899277,2.563868,2.806189,2.806189,1989823112
2018-01-08,2.794359,2.794359,1.726590,2.052143,2.052143,2769872089
2018-01-09,2.041491,2.113808,1.659817,1.762203,1.762203,3097761408
2018-01-10,1.785789,1.807342,1.418332,1.651962,1.651962,4043195262
2018-01-11,1.656386,1.866993,1.352483,1.620131,1.620131,5228901094
2018-01-12,1.611560,1.790189,1.548462,1.675603,1.675603,2731515591
2018-01-13,1.682311,1.737494,1.625406,1.657659,1.657659,1746900101
2018-01-14,1.655339,1.655339,1.485846,1.526817,1.526817,1622805630
2018-01-15,1.522765,1.559319,1.357536,1.367085,1.367085,1498948252
2018-01-16,1.368414,1.387183,0.741751,0.961076,0.961076,4635664273
2018-01-17,0.964694,1.129764,0.734154,1.072617,1.072617,5953863404
2018-01-18,1.071993,1.416584,1.029465,1.305142,1.305142,7447429032
2018-01-19,1.293362,1.389048,1.228593,1.270090,1.270090,3025720144
2018-01-20,1.278920,1.332512,1.229738,1.291833,1.291833,1920171783
2018-01-21,1.289877,1.289877,1.094475,1.126012,1.126012,2317844386
2018-01-22,1.135452,1.166811,0.948601,1.107498,1.107498,2156095039
2018-01-23,1.104104,1.168624,0.983551,1.086430,1.086430,2419013621
2018-01-24,1.098659,1.154562,1.063717,1.095271,1.095271,1495795335
2018-01-25,1.100194,1.111607,1.034048,1.059019,1.059019,795793695
2018-01-26,1.056347,1.067133,0.911500,0.980168,0.980168,1640687694
2018-01-27,0.980667,0.998051,0.957758,0.981649,0.981649,554876392
2018-01-28,0.985498,1.158000,0.985498,1.126076,1.126076,1067953978
2018-01-29,1.125762,1.130713,1.048108,1.069443,1.069443,867269789
2018-01-30,1.072843,1.072757,0.911907,0.917602,0.917602,914442295
2018-01-31,0.911235,0.959344,0.835235,0.936203,0.936203,1018065360
2018-02-01,0.934987,0.935996,0.743648,0.769470,0.769470,1127524157
2018-02-02,0.767961,0.768083,0.508596,0.710100,0.710100,2832873194
2018-02-03,0.715884,0.782343,0.611264,0.741608,0.741608,1596276083
2018-02-04,0.733080,0.764805,0.640737,0.655394,0.655394,956901815
2018-02-05,0.663621,0.669879,0.545154,0.559482,0.559482,1040177895
2018-02-06,0.570256,0.634796,0.474675,0.627186,0.627186,1907375367
2018-02-07,0.625718,0.652790,0.570581,0.590020,0.590020,923767205
2018-02-08,0.594386,0.658321,0.589213,0.656821,0.656821,772687608
2018-02-09,0.650196,0.780208,0.629674,0.780208,0.780208,1381786943
2018-02-10,0.774341,1.063182,0.774341,0.875288,0.875288,3827360510
2018-02-11,0.872501,0.878852,0.760048,0.819722,0.819722,2085967412
2018-02-12,0.821633,0.901466,0.821432,0.878941,0.878941,1427994184
2018-02-13,0.877909,0.880789,0.823494,0.831844,0.831844,745769599
2018-02-14,0.830767,0.935523,0.826554,0.915713,0.915713,1169166599
2018-02-15,0.913652,0.932660,0.890672,0.917415,0.917415,950747978
2018-02-16,0.915879,0.920515,0.887957,0.917396,0.917396,458153170
2018-02-17,0.916912,0.981532,0.912954,0.971366,0.971366,956654561
2018-02-18,0.971205,0.973269,0.881387,0.902796,0.902796,897308877
2018-02-19,0.904963,0.939911,0.902916,0.923068,0.923068,448704629
2018-02-20,0.923173,0.950303,0.878588,0.883298,0.883298,654023856
2018-02-21,0.877242,0.888359,0.813289,0.826932,0.826932,709769538
2018-02-22,0.824383,0.853144,0.747777,0.764128,0.764128,721871811
2018-02-23,0.757952,0.834994,0.729247,0.812540,0.812540,729198704
2018-02-24,0.811567,0.824811,0.756086,0.776378,0.776378,398535752
2018-02-25,0.774406,0.787112,0.744553,0.767874,0.767874,293213158
2018-02-26,0.768051,0.789162,0.740857,0.777113,0.777113,372462431
2018-02-27,0.779097,0.789048,0.771788,0.774828,0.774828,255777026
2018-02-28,0.772695,0.781892,0.741295,0.742070,0.742070,270328124
2018-03-01,0.741699,0.783470,0.730743,0.756537,0.756537,387300946
2018-03-02,0.755145,0.761383,0.731959,0.738933,0.738933,220050336
2018-03-03,0.737831,0.752222,0.733623,0.737033,0.737033,228020615
2018-03-04,0.735575,0.831155,0.727140,0.816384,0.816384,647256624
2018-03-05,0.823488,0.879435,0.775124,0.777698,0.777698,1383608923
2018-03-06,0.773709,0.803132,0.738512,0.743365,0.743365,704937601
2018-03-07,0.744565,0.749806,0.665453,0.701966,0.701966,652322952
2018-03-08,0.703012,0.716698,0.670338,0.671156,0.671156,405929297
2018-03-09,0.671371,0.695800,0.610170,0.690582,0.690582,803903297
2018-03-10,0.694735,0.699263,0.645052,0.647401,0.647401,327240971
2018-03-11,0.646701,0.682703,0.630424,0.675270,0.675270,384280142
2018-03-12,0.676086,0.681014,0.638582,0.649253,0.649253,287754099
2018-03-13,0.647148,0.653417,0.629576,0.637223,0.637223,225674984
2018-03-14,0.637109,0.644939,0.546668,0.567239,0.567239,387222395
2018-03-15,0.568056,0.590920,0.520195,0.566609,0.566609,721879590
2018-03-16,0.568067,0.578401,0.548299,0.560967,0.560967,409164157
2018-03-17,0.559734,0.561108,0.510059,0.519131,0.519131,260294620
2018-03-18,0.516372,0.551425,0.446663,0.536463,0.536463,752122162
2018-03-19,0.547334,0.607231,0.520547,0.607231,0.607231,889210479
2018-03-20,0.597243,0.597243,0.545771,0.579577,0.579577,664877903
2018-03-21,0.582228,0.587629,0.553605,0.561899,0.561899,427155933
2018-03-22,0.561478,0.567344,0.517381,0.537810,0.537810,364393397
2018-03-23,0.538108,0.538152,0.506897,0.520746,0.520746,313467735
2018-03-24,0.523208,0.550245,0.518594,0.519201,0.519201,316363047
2018-03-25,0.517069,0.532415,0.511619,0.519653,0.519653,185680051
2018-03-26,0.520307,0.521344,0.470771,0.481264,0.481264,308690584
2018-03-27,0.480914,0.487443,0.453994,0.465799,0.465799,283211890
